date,province,new_cases,new_deaths,new_recoveries,new_hospitalizations,total_cases,total_deaths,total_recoveries,total_hospitalizations
2021-07-10,Daerah Istimewa Yogyakarta,1809,37,718,1054,74369,54939,1929,17501
2021-07-11,Daerah Istimewa Yogyakarta,1895,50,710,1135,76264,55649,1979,18636
2021-07-12,Daerah Istimewa Yogyakarta,1731,47,782,902,77995,56431,2026,19538
2021-07-13,Daerah Istimewa Yogyakarta,2731,39,842,1850,80726,57273,2065,21388
2021-07-14,Daerah Istimewa Yogyakarta,2350,66,1044,1240,83076,58317,2131,22628
2021-07-15,Daerah Istimewa Yogyakarta,2706,54,1027,1625,85782,59344,2185,24253
2021-07-16,Daerah Istimewa Yogyakarta,1661,65,1235,361,87443,60579,2250,24614
2021-07-17,Daerah Istimewa Yogyakarta,2522,85,1069,1368,89965,61648,2335,25982
2021-07-18,Daerah Istimewa Yogyakarta,2119,48,779,1292,92084,62427,2383,27274
2021-07-19,Daerah Istimewa Yogyakarta,1992,53,1333,606,94076,63760,2436,27880
2021-07-20,Daerah Istimewa Yogyakarta,1872,69,1150,653,95948,64910,2505,28533
2021-07-21,Daerah Istimewa Yogyakarta,1648,87,1038,523,97596,65948,2592,29056
2021-07-22,Daerah Istimewa Yogyakarta,1978,88,1034,856,99574,66982,2680,29912
2021-07-23,Daerah Istimewa Yogyakarta,1431,97,976,358,101005,67958,2777,30270
2021-07-24,Daerah Istimewa Yogyakarta,1628,87,1093,448,102633,69051,2864,30718
2021-07-25,Daerah Istimewa Yogyakarta,2145,59,1115,971,104778,70166,2923,31689
2021-07-26,Daerah Istimewa Yogyakarta,2667,77,1018,1572,107445,71184,3000,33261
2021-07-27,Daerah Istimewa Yogyakarta,2732,104,1126,1502,110177,72310,3104,34763
2021-07-28,Daerah Istimewa Yogyakarta,2282,67,1242,973,112459,73552,3171,35736
2021-07-29,Daerah Istimewa Yogyakarta,1920,58,1110,752,114379,74662,3229,36488
2021-07-30,Daerah Istimewa Yogyakarta,1932,93,1809,30,116311,76471,3322,36518
2021-07-31,Daerah Istimewa Yogyakarta,1522,76,1296,150,117833,77767,3398,36668
2021-08-01,Daerah Istimewa Yogyakarta,1303,58,888,357,119136,78655,3456,37025
2020-01-08,Jawa Timur,9,3,1,5,9,1,3,5
2020-01-09,Jawa Timur,0,1,23,-24,9,24,4,-19
2020-01-10,Jawa Timur,0,1,14,-15,9,38,5,-34
2020-01-11,Jawa Timur,0,3,8,-11,9,46,8,-45
2020-01-12,Jawa Timur,0,3,1,-4,9,47,11,-49
2020-01-13,Jawa Timur,0,0,0,0,9,47,11,-49
2020-01-14,Jawa Timur,0,0,0,0,9,47,11,-49
2020-01-15,Jawa Timur,0,0,0,0,9,47,11,-49
2020-01-16,Jawa Timur,0,0,0,0,9,47,11,-49
2020-01-17,Jawa Timur,0,0,4,-4,9,51,11,-53
2020-01-18,Jawa Timur,0,0,8,-8,9,59,11,-61
2020-01-19,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-20,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-21,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-22,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-23,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-24,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-25,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-26,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-27,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-28,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-29,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-30,Jawa Timur,0,0,0,0,9,59,11,-61
2020-01-31,Jawa Timur,0,0,0,0,9,59,11,-61
2020-02-01,Jawa Timur,0,0,0,0,9,59,11,-61
2020-02-02,Jawa Timur,0,0,0,0,9,59,11,-61
2020-02-03,Jawa Timur,0,0,2,-2,9,61,11,-63
2020-02-04,Jawa Timur,0,0,0,0,9,61,11,-63
2020-02-05,Jawa Timur,0,0,0,0,9,61,11,-63
2020-02-06,Jawa Timur,0,0,4,-4,9,65,11,-67
2020-02-07,Jawa Timur,0,0,0,0,9,65,11,-67
2020-02-08,Jawa Timur,0,0,13,-13,9,78,11,-80
2020-02-09,Jawa Timur,0,4,27,-31,9,105,15,-111
2020-02-10,Jawa Timur,0,0,20,-20,9,125,15,-131
2020-02-11,Jawa Timur,0,3,7,-10,9,132,18,-141
2020-02-12,Jawa Timur,0,5,0,-5,9,132,23,-146
2020-02-13,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-14,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-15,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-16,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-17,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-18,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-19,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-20,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-21,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-22,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-23,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-24,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-25,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-26,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-27,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-28,Jawa Timur,0,0,0,0,9,132,23,-146
2020-02-29,Jawa Timur,0,0,0,0,9,132,23,-146
2020-03-01,Jawa Timur,0,0,0,0,9,132,23,-146
2020-03-02,Jawa Timur,0,0,0,0,9,132,23,-146
2020-03-03,Jawa Timur,0,0,0,0,9,132,23,-146
2020-03-04,Jawa Timur,0,0,0,0,9,132,23,-146
2020-03-05,Jawa Timur,0,0,0,0,9,132,23,-146
2020-03-06,Jawa Timur,0,0,0,0,9,132,23,-146
2020-03-07,Jawa Timur,0,0,0,0,9,132,23,-146
2020-03-08,Jawa Timur,0,2,0,-2,9,132,25,-148
2020-03-09,Jawa Timur,0,2,27,-29,9,159,27,-177
2020-03-10,Jawa Timur,0,1,19,-20,9,178,28,-197
2020-03-11,Jawa Timur,0,0,9,-9,9,187,28,-206
2020-03-12,Jawa Timur,0,2,8,-10,9,195,30,-216
2020-03-13,Jawa Timur,0,0,0,0,9,195,30,-216
2020-03-14,Jawa Timur,0,0,0,0,9,195,30,-216
2020-03-15,Jawa Timur,0,0,0,0,9,195,30,-216
2020-03-16,Jawa Timur,0,0,0,0,9,195,30,-216
2020-03-17,Jawa Timur,0,0,0,0,9,195,30,-216
2020-03-18,Jawa Timur,7,1,0,6,16,195,31,-210
2020-03-19,Jawa Timur,3,0,0,3,19,195,31,-207
2020-03-20,Jawa Timur,9,0,0,9,28,195,31,-198
2020-03-21,Jawa Timur,8,0,0,8,36,195,31,-190
2020-03-22,Jawa Timur,14,0,0,14,50,195,31,-176
2020-03-23,Jawa Timur,2,1,0,1,52,195,32,-175
2020-03-24,Jawa Timur,3,1,0,2,55,195,33,-173
2020-03-25,Jawa Timur,9,0,1,8,64,196,33,-165
2020-03-26,Jawa Timur,13,1,0,12,77,196,34,-153
2020-03-27,Jawa Timur,3,1,0,2,80,196,35,-151
2020-03-28,Jawa Timur,14,2,2,10,94,198,37,-141
2020-03-29,Jawa Timur,12,1,28,-17,106,226,38,-158
2020-03-30,Jawa Timur,7,2,0,5,113,226,40,-153
2020-03-31,Jawa Timur,1,0,0,1,114,226,40,-152
2020-04-01,Jawa Timur,9,4,77,-72,123,303,44,-224
2020-04-02,Jawa Timur,0,12,91,-103,123,394,56,-327
2020-04-03,Jawa Timur,47,1,7,39,170,401,57,-288
2020-04-04,Jawa Timur,5,2,3,0,175,404,59,-288
2020-04-05,Jawa Timur,35,2,8,25,210,412,61,-263
2020-04-06,Jawa Timur,9,5,11,-7,219,423,66,-270
2020-04-07,Jawa Timur,5,5,2,-2,224,425,71,-272
2020-04-08,Jawa Timur,15,24,15,-24,239,440,95,-296
2020-04-09,Jawa Timur,36,12,43,-19,275,483,107,-315
2020-04-10,Jawa Timur,30,4,34,-8,305,517,111,-323
2020-04-11,Jawa Timur,15,9,27,-21,320,544,120,-344
2020-04-12,Jawa Timur,111,1,7,103,431,551,121,-241
2020-04-13,Jawa Timur,52,3,6,43,483,557,124,-198
2020-04-14,Jawa Timur,36,2,10,24,519,567,126,-174
2020-04-15,Jawa Timur,25,4,4,17,544,571,130,-157
2020-04-16,Jawa Timur,13,5,3,5,557,574,135,-152
2020-04-17,Jawa Timur,10,6,3,1,567,577,141,-151
2020-04-18,Jawa Timur,34,3,7,24,601,584,144,-127
2020-04-19,Jawa Timur,43,6,2,35,644,586,150,-92
2020-04-20,Jawa Timur,5,3,1,1,649,587,153,-91
2020-04-21,Jawa Timur,10,5,2,3,659,589,158,-88
2020-04-22,Jawa Timur,36,5,30,1,695,619,163,-87
2020-04-23,Jawa Timur,27,4,12,11,722,631,167,-76
2020-04-24,Jawa Timur,20,11,14,-5,742,645,178,-81
2020-04-25,Jawa Timur,75,7,19,49,817,664,185,-32
2020-04-26,Jawa Timur,19,8,4,7,836,668,193,-25
2020-04-27,Jawa Timur,12,5,9,-2,848,677,198,-27
2020-04-28,Jawa Timur,58,1,21,36,906,698,199,9
2020-04-29,Jawa Timur,20,3,10,7,926,708,202,16
2020-04-30,Jawa Timur,75,5,8,62,1001,716,207,78
2020-05-01,Jawa Timur,83,5,33,45,1084,749,212,123
2020-05-02,Jawa Timur,7,10,46,-49,1091,795,222,74
2020-05-03,Jawa Timur,77,6,9,62,1168,804,228,136
2020-05-04,Jawa Timur,13,8,7,-2,1181,811,236,134
2020-05-05,Jawa Timur,41,7,21,13,1222,832,243,147
2020-05-06,Jawa Timur,48,13,11,24,1270,843,256,171
2020-05-07,Jawa Timur,34,14,9,11,1304,852,270,182
2020-05-08,Jawa Timur,30,19,46,-35,1334,898,289,147
2020-05-09,Jawa Timur,158,12,63,83,1492,961,301,230
2020-05-10,Jawa Timur,78,7,48,23,1570,1009,308,253
2020-05-11,Jawa Timur,54,13,70,-29,1624,1079,321,224
2020-05-12,Jawa Timur,111,11,28,72,1735,1107,332,296
2020-05-13,Jawa Timur,141,7,47,87,1876,1154,339,383
2020-05-14,Jawa Timur,85,14,17,54,1961,1171,353,437
2020-05-15,Jawa Timur,57,13,12,32,2018,1183,366,469
2020-05-16,Jawa Timur,168,11,24,133,2186,1207,377,602
2020-05-17,Jawa Timur,57,11,30,16,2243,1237,388,618
2020-05-18,Jawa Timur,124,13,15,96,2367,1252,401,714
2020-05-19,Jawa Timur,84,13,48,23,2451,1300,414,737
2020-05-20,Jawa Timur,124,19,43,62,2575,1343,433,799
2020-05-21,Jawa Timur,431,14,13,404,3006,1356,447,1203
2020-05-22,Jawa Timur,155,9,51,95,3161,1407,456,1298
2020-05-23,Jawa Timur,465,21,90,354,3626,1497,477,1652
2020-05-24,Jawa Timur,72,11,55,6,3698,1552,488,1658
2020-05-25,Jawa Timur,200,15,34,151,3898,1586,503,1809
2020-05-26,Jawa Timur,86,14,67,5,3984,1653,517,1814
2020-05-27,Jawa Timur,166,15,44,107,4150,1697,532,1921
2020-05-28,Jawa Timur,168,13,55,100,4318,1752,545,2021
2020-05-29,Jawa Timur,132,8,52,72,4450,1804,553,2093
2020-05-30,Jawa Timur,180,12,54,114,4630,1858,565,2207
2020-05-31,Jawa Timur,232,16,203,13,4862,2061,581,2220
2020-06-01,Jawa Timur,95,16,96,-17,4957,2157,597,2203
2020-06-02,Jawa Timur,171,19,298,-146,5128,2455,616,2057
2020-06-03,Jawa Timur,173,14,304,-145,5301,2759,630,1912
2020-06-04,Jawa Timur,108,15,179,-86,5409,2938,645,1826
2020-06-05,Jawa Timur,144,22,172,-50,5553,3110,667,1776
2020-06-06,Jawa Timur,84,19,117,-52,5637,3227,686,1724
2020-06-07,Jawa Timur,271,18,147,106,5908,3374,704,1830
2020-06-08,Jawa Timur,319,20,161,138,6227,3535,724,1968
2020-06-09,Jawa Timur,189,25,127,37,6416,3662,749,2005
2020-06-10,Jawa Timur,275,29,203,43,6691,3865,778,2048
2020-06-11,Jawa Timur,251,33,88,130,6942,3953,811,2178
2020-06-12,Jawa Timur,245,29,185,31,7187,4138,840,2209
2020-06-13,Jawa Timur,219,23,93,103,7406,4231,863,2312
2020-06-14,Jawa Timur,194,22,63,109,7600,4294,885,2421
2020-06-15,Jawa Timur,312,30,95,187,7912,4389,915,2608
2020-06-16,Jawa Timur,205,22,59,124,8117,4448,937,2732
2020-06-17,Jawa Timur,210,26,240,-56,8327,4688,963,2676
2020-06-18,Jawa Timur,319,23,269,27,8646,4957,986,2703
2020-06-19,Jawa Timur,196,22,115,59,8842,5072,1008,2762
2020-06-20,Jawa Timur,300,18,257,25,9142,5329,1026,2787
2020-06-21,Jawa Timur,131,16,126,-11,9273,5455,1042,2776
2020-06-22,Jawa Timur,329,11,116,202,9602,5571,1053,2978
2020-06-23,Jawa Timur,241,17,130,94,9843,5701,1070,3072
2020-06-24,Jawa Timur,183,19,161,3,10026,5862,1089,3075
2020-06-25,Jawa Timur,304,23,135,146,10330,5997,1112,3221
2020-06-26,Jawa Timur,360,32,186,142,10690,6183,1144,3363
2020-06-27,Jawa Timur,287,25,106,156,10977,6289,1169,3519
2020-06-28,Jawa Timur,236,21,182,33,11213,6471,1190,3552
2020-06-29,Jawa Timur,226,21,102,103,11439,6573,1211,3655
2020-06-30,Jawa Timur,394,24,198,172,11833,6771,1235,3827
2020-07-01,Jawa Timur,305,25,116,164,12138,6887,1260,3991
2020-07-02,Jawa Timur,342,28,222,92,12480,7109,1288,4083
2020-07-03,Jawa Timur,372,20,160,192,12852,7269,1308,4275
2020-07-04,Jawa Timur,384,31,155,198,13236,7424,1339,4473
2020-07-05,Jawa Timur,411,14,262,135,13647,7686,1353,4608
2020-07-06,Jawa Timur,280,18,219,43,13927,7905,1371,4651
2020-07-07,Jawa Timur,321,21,153,147,14248,8058,1392,4798
2020-07-08,Jawa Timur,393,16,164,213,14641,8222,1408,5011
2020-07-09,Jawa Timur,416,27,180,209,15057,8402,1435,5220
2020-07-10,Jawa Timur,295,17,311,-33,15352,8713,1452,5187
2020-07-11,Jawa Timur,392,19,310,63,15744,9023,1471,5250
2020-07-12,Jawa Timur,388,21,261,106,16132,9284,1492,5356
2020-07-13,Jawa Timur,197,22,165,10,16329,9449,1514,5366
2020-07-14,Jawa Timur,278,26,272,-20,16607,9721,1540,5346
2020-07-15,Jawa Timur,261,39,315,-93,16868,10036,1579,5253
2020-07-16,Jawa Timur,191,17,254,-80,17059,10290,1596,5173
2020-07-17,Jawa Timur,249,21,306,-78,17308,10596,1617,5095
2020-07-18,Jawa Timur,257,26,224,7,17565,10820,1643,5102
2020-07-19,Jawa Timur,302,44,285,-27,17867,11105,1687,5075
2020-07-20,Jawa Timur,287,25,258,4,18154,11363,1712,5079
2020-07-21,Jawa Timur,305,25,370,-90,18459,11733,1737,4989
2020-07-22,Jawa Timur,359,32,311,16,18818,12044,1769,5005
2020-07-23,Jawa Timur,323,37,363,-77,19141,12407,1806,4928
2020-07-24,Jawa Timur,563,31,349,183,19704,12756,1837,5111
2020-07-25,Jawa Timur,270,22,353,-105,19974,13109,1859,5006
2020-07-26,Jawa Timur,302,33,260,9,20276,13369,1892,5015
2020-07-27,Jawa Timur,286,18,309,-41,20562,13678,1910,4974
2020-07-28,Jawa Timur,273,31,311,-69,20835,13989,1941,4905
2020-07-29,Jawa Timur,286,19,366,-99,21121,14355,1960,4806
2020-07-30,Jawa Timur,315,20,283,12,21436,14638,1980,4818
2020-07-31,Jawa Timur,294,22,261,11,21730,14899,2002,4829
2020-08-01,Jawa Timur,581,19,238,324,22311,15137,2021,5153
2020-08-02,Jawa Timur,330,23,220,87,22641,15357,2044,5240
2020-08-03,Jawa Timur,321,16,259,46,22962,15616,2060,5286
2020-08-04,Jawa Timur,391,19,246,126,23353,15862,2079,5412
2020-08-05,Jawa Timur,414,11,347,56,23767,16209,2090,5468
2020-08-06,Jawa Timur,265,19,490,-244,24032,16699,2109,5224
2020-08-07,Jawa Timur,365,21,576,-232,24397,17275,2130,4992
2020-08-08,Jawa Timur,402,24,345,33,24799,17620,2154,5025
2020-08-09,Jawa Timur,367,29,317,21,25166,17937,2183,5046
2020-08-10,Jawa Timur,298,18,382,-102,25464,18319,2201,4944
2020-08-11,Jawa Timur,288,22,278,-12,25752,18597,2223,4932
2020-08-12,Jawa Timur,298,34,450,-186,26050,19047,2257,4746
2020-08-13,Jawa Timur,327,36,569,-278,26377,19616,2293,4468
2020-08-14,Jawa Timur,402,41,359,2,26779,19975,2334,4470
2020-08-15,Jawa Timur,416,27,366,23,27195,20341,2361,4493
2020-08-16,Jawa Timur,471,23,390,58,27666,20731,2384,4551
2020-08-17,Jawa Timur,313,27,389,-103,27979,21120,2411,4448
2020-08-18,Jawa Timur,318,24,363,-69,28297,21483,2435,4379
2020-08-19,Jawa Timur,338,27,485,-174,28635,21968,2462,4205
2020-08-20,Jawa Timur,366,25,368,-27,29001,22336,2487,4178
2020-08-21,Jawa Timur,451,39,367,45,29452,22703,2526,4223
2020-08-22,Jawa Timur,343,30,382,-69,29795,23085,2556,4154
2020-08-23,Jawa Timur,282,28,369,-115,30077,23454,2584,4039
2020-08-24,Jawa Timur,340,22,491,-173,30417,23945,2606,3866
2020-08-25,Jawa Timur,364,20,460,-116,30781,24405,2626,3750
2020-08-26,Jawa Timur,322,31,398,-107,31103,24803,2657,3643
2020-08-27,Jawa Timur,362,31,353,-22,31465,25156,2688,3621
2020-08-28,Jawa Timur,424,32,337,55,31889,25493,2720,3676
2020-08-29,Jawa Timur,616,25,264,327,32505,25757,2745,4003
2020-08-30,Jawa Timur,458,34,398,26,32963,26155,2779,4029
2020-08-31,Jawa Timur,315,38,493,-216,33278,26648,2817,3813
2020-09-01,Jawa Timur,351,19,405,-73,33629,27053,2836,3740
2020-09-02,Jawa Timur,359,17,361,-19,33988,27414,2853,3721
2020-09-03,Jawa Timur,371,34,331,6,34359,27745,2887,3727
2020-09-04,Jawa Timur,330,43,347,-60,34689,28092,2930,3667
2020-09-05,Jawa Timur,322,26,336,-40,35011,28428,2956,3627
2020-09-06,Jawa Timur,306,32,391,-117,35317,28819,2988,3510
2020-09-07,Jawa Timur,290,26,375,-111,35607,29194,3014,3399
2020-09-08,Jawa Timur,425,27,348,50,36032,29542,3041,3449
2020-09-09,Jawa Timur,356,40,391,-75,36388,29933,3081,3374
2020-09-10,Jawa Timur,370,27,316,27,36758,30249,3108,3401
2020-09-11,Jawa Timur,370,34,359,-23,37128,30608,3142,3378
2020-09-12,Jawa Timur,364,24,442,-102,37492,31050,3166,3276
2020-09-13,Jawa Timur,236,30,711,-505,37728,31761,3196,2771
2020-09-14,Jawa Timur,358,31,346,-19,38086,32107,3227,2752
2020-09-15,Jawa Timur,371,24,346,1,38457,32453,3251,2753
2020-09-16,Jawa Timur,357,24,340,-7,38814,32793,3275,2746
2020-09-17,Jawa Timur,323,29,333,-39,39137,33126,3304,2707
2020-09-18,Jawa Timur,488,23,538,-73,39625,33664,3327,2634
2020-09-19,Jawa Timur,351,31,353,-33,39976,34017,3358,2601
2020-09-20,Jawa Timur,350,21,321,8,40326,34338,3379,2609
2020-09-21,Jawa Timur,336,16,286,34,40662,34624,3395,2643
2020-09-22,Jawa Timur,336,22,379,-65,40998,35003,3417,2578
2020-09-23,Jawa Timur,342,23,335,-16,41340,35338,3440,2562
2020-09-24,Jawa Timur,359,24,364,-29,41699,35702,3464,2533
2020-09-25,Jawa Timur,285,22,374,-111,41984,36076,3486,2422
2020-09-26,Jawa Timur,269,17,344,-92,42253,36420,3503,2330
2020-09-27,Jawa Timur,197,19,460,-282,42450,36880,3522,2048
2020-09-28,Jawa Timur,280,22,451,-193,42730,37331,3544,1855
2020-09-29,Jawa Timur,275,24,322,-71,43005,37653,3568,1784
2020-09-30,Jawa Timur,531,51,565,-85,43536,38218,3619,1699
2020-10-01,Jawa Timur,601,22,372,207,44137,38590,3641,1906
2020-10-02,Jawa Timur,269,22,363,-116,44406,38953,3663,1790
2020-10-03,Jawa Timur,319,15,343,-39,44725,39296,3678,1751
2020-10-04,Jawa Timur,238,18,331,-111,44963,39627,3696,1640
2020-10-05,Jawa Timur,245,8,290,-53,45208,39917,3704,1587
2020-10-06,Jawa Timur,275,9,247,19,45483,40164,3713,1606
2020-10-07,Jawa Timur,326,23,299,4,45809,40463,3736,1610
2020-10-08,Jawa Timur,343,20,328,-5,46152,40791,3756,1605
2020-10-09,Jawa Timur,303,25,378,-100,46455,41169,3781,1505
2020-10-10,Jawa Timur,310,20,371,-81,46765,41540,3801,1424
2020-10-11,Jawa Timur,260,15,317,-72,47025,41857,3816,1352
2020-10-12,Jawa Timur,297,19,317,-39,47322,42174,3835,1313
2020-10-13,Jawa Timur,330,22,365,-57,47652,42539,3857,1256
2020-10-14,Jawa Timur,300,21,346,-67,47952,42885,3878,1189
2020-10-15,Jawa Timur,294,20,372,-98,48246,43257,3898,1091
2020-10-16,Jawa Timur,286,21,402,-137,48532,43659,3919,954
2020-10-17,Jawa Timur,250,22,382,-154,48782,44041,3941,800
2020-10-18,Jawa Timur,236,21,318,-103,49018,44359,3962,697
2020-10-19,Jawa Timur,232,21,351,-140,49250,44710,3983,557
2020-10-20,Jawa Timur,295,12,339,-56,49545,45049,3995,501
2020-10-21,Jawa Timur,332,17,342,-27,49877,45391,4012,474
2020-10-22,Jawa Timur,272,22,380,-130,50149,45771,4034,344
2020-10-23,Jawa Timur,282,22,376,-116,50431,46147,4056,228
2020-10-24,Jawa Timur,292,18,349,-75,50723,46496,4074,153
2020-10-25,Jawa Timur,246,18,269,-41,50969,46765,4092,112
2020-10-26,Jawa Timur,288,13,285,-10,51257,47050,4105,102
2020-10-27,Jawa Timur,286,11,270,5,51543,47320,4116,107
2020-10-28,Jawa Timur,232,15,260,-43,51775,47580,4131,64
2020-10-29,Jawa Timur,242,15,282,-55,52017,47862,4146,9
2020-10-30,Jawa Timur,218,46,542,-370,52235,48404,4192,-361
2020-10-31,Jawa Timur,225,22,277,-74,52460,48681,4214,-435
2020-11-01,Jawa Timur,627,23,345,259,53087,49026,4237,-176
2020-11-02,Jawa Timur,284,12,291,-19,53371,49317,4249,-195
2020-11-03,Jawa Timur,261,24,280,-43,53632,49597,4273,-238
2020-11-04,Jawa Timur,231,15,280,-64,53863,49877,4288,-302
2020-11-05,Jawa Timur,270,9,274,-13,54133,50151,4297,-315
2020-11-06,Jawa Timur,261,13,308,-60,54394,50459,4310,-375
2020-11-07,Jawa Timur,269,24,283,-38,54663,50742,4334,-413
2020-11-08,Jawa Timur,279,21,275,-17,54942,51017,4355,-430
2020-11-09,Jawa Timur,243,28,278,-63,55185,51295,4383,-493
2020-11-10,Jawa Timur,303,25,311,-33,55488,51606,4408,-526
2020-11-11,Jawa Timur,185,21,272,-108,55673,51878,4429,-634
2020-11-12,Jawa Timur,233,24,238,-29,55906,52116,4453,-663
2020-11-13,Jawa Timur,224,21,291,-88,56130,52407,4474,-751
2020-11-14,Jawa Timur,240,21,303,-84,56370,52710,4495,-835
2020-11-15,Jawa Timur,189,10,278,-99,56559,52988,4505,-934
2020-11-16,Jawa Timur,263,30,259,-26,56822,53247,4535,-960
2020-11-17,Jawa Timur,317,29,248,40,57139,53495,4564,-920
2020-11-18,Jawa Timur,372,18,283,71,57511,53778,4582,-849
2020-11-19,Jawa Timur,408,33,248,127,57919,54026,4615,-722
2020-11-20,Jawa Timur,361,26,305,30,58280,54331,4641,-692
2020-11-21,Jawa Timur,354,22,265,67,58634,54596,4663,-625
2020-11-22,Jawa Timur,274,27,276,-29,58908,54872,4690,-654
2020-11-23,Jawa Timur,341,29,268,44,59249,55140,4719,-610
2020-11-24,Jawa Timur,331,29,259,43,59580,55399,4748,-567
2020-11-25,Jawa Timur,378,35,284,59,59958,55683,4783,-508
2020-11-26,Jawa Timur,361,34,283,44,60319,55966,4817,-464
2020-11-27,Jawa Timur,375,43,338,-6,60694,56304,4860,-470
2020-11-28,Jawa Timur,442,32,395,15,61136,56699,4892,-455
2020-11-29,Jawa Timur,393,32,267,94,61529,56966,4924,-361
2020-11-30,Jawa Timur,389,94,675,-380,61918,57641,5018,-741
2020-12-01,Jawa Timur,419,30,403,-14,62337,58044,5048,-755
2020-12-02,Jawa Timur,462,23,317,122,62799,58361,5071,-633
2020-12-03,Jawa Timur,532,36,372,124,63331,58733,5107,-509
2020-12-04,Jawa Timur,586,17,364,205,63917,59097,5124,-304
2020-12-05,Jawa Timur,541,27,395,119,64458,59492,5151,-185
2020-12-06,Jawa Timur,536,31,351,154,64994,59843,5182,-31
2020-12-07,Jawa Timur,572,30,397,145,65566,60240,5212,114
2020-12-08,Jawa Timur,572,45,541,-14,66138,60781,5257,100
2020-12-09,Jawa Timur,670,46,527,97,66808,61308,5303,197
2020-12-10,Jawa Timur,726,31,610,85,67534,61918,5334,282
2020-12-11,Jawa Timur,812,32,444,336,68346,62362,5366,618
2020-12-12,Jawa Timur,765,49,451,265,69111,62813,5415,883
2020-12-13,Jawa Timur,708,30,563,115,69819,63376,5445,998
2020-12-14,Jawa Timur,704,22,501,181,70523,63877,5467,1179
2020-12-15,Jawa Timur,705,47,747,-89,71228,64624,5514,1090
2020-12-16,Jawa Timur,724,45,463,216,71952,65087,5559,1306
2020-12-17,Jawa Timur,832,36,612,184,72784,65699,5595,1490
2020-12-18,Jawa Timur,831,46,598,187,73615,66297,5641,1677
2020-12-19,Jawa Timur,736,50,518,168,74351,66815,5691,1845
2020-12-20,Jawa Timur,643,45,725,-127,74994,67540,5736,1718
2020-12-21,Jawa Timur,803,35,600,168,75797,68140,5771,1886
2020-12-22,Jawa Timur,705,47,618,40,76502,68758,5818,1926
2020-12-23,Jawa Timur,812,44,648,120,77314,69406,5862,2046
2020-12-24,Jawa Timur,731,55,668,8,78045,70074,5917,2054
2020-12-25,Jawa Timur,734,56,514,164,78779,70588,5973,2218
2020-12-26,Jawa Timur,779,48,647,84,79558,71235,6021,2302
2020-12-27,Jawa Timur,675,39,543,93,80233,71778,6060,2395
2020-12-28,Jawa Timur,813,62,602,149,81046,72380,6122,2544
2020-12-29,Jawa Timur,765,57,661,47,81811,73041,6179,2591
2020-12-30,Jawa Timur,957,58,744,155,82768,73785,6237,2746
2020-12-31,Jawa Timur,1644,163,1257,224,84412,75042,6400,2970
2021-01-01,Jawa Timur,862,64,641,157,85274,75683,6464,3127
2021-01-02,Jawa Timur,763,69,678,16,86037,76361,6533,3143
2021-01-03,Jawa Timur,570,49,535,-14,86607,76896,6582,3129
2021-01-04,Jawa Timur,673,49,501,123,87280,77397,6631,3252
2021-01-05,Jawa Timur,675,61,501,113,87955,77898,6692,3365
2021-01-06,Jawa Timur,800,51,906,-157,88755,78804,6743,3208
2021-01-07,Jawa Timur,879,81,561,237,89634,79365,6824,3445
2021-01-08,Jawa Timur,977,69,625,283,90611,79990,6893,3728
2021-01-09,Jawa Timur,1015,51,591,373,91626,80581,6944,4101
2021-01-10,Jawa Timur,946,55,818,73,92572,81399,6999,4174
2021-01-11,Jawa Timur,844,46,485,313,93416,81884,7045,4487
2021-01-12,Jawa Timur,832,68,726,38,94248,82610,7113,4525
2021-01-13,Jawa Timur,885,75,883,-73,95133,83493,7188,4452
2021-01-14,Jawa Timur,1007,66,766,175,96140,84259,7254,4627
2021-01-15,Jawa Timur,1256,69,788,399,97396,85047,7323,5026
2021-01-16,Jawa Timur,1219,48,707,464,98615,85754,7371,5490
2021-01-17,Jawa Timur,906,50,766,90,99521,86520,7421,5580
